Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Crime in 2000

,,,,Number of offenses reported,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,,,
,,,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,,,

Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Alpine Police Dept,UT,12,      15318,           7,           0,           1,,           1,           5,         206,          45,         154,           7,          45.7,            .0,           6.5,,           6.5,          32.6,       1344.8,         293.8,       1005.4,          45.7
American Fork Police Dept,UT,12,      21941,          31,           0,           4,,           1,          26,         777,          94,         636,          47,         141.3,            .0,          18.2,,           4.6,         118.5,       3541.3,         428.4,       2898.7,         214.2
Bountiful Police Dept,UT,12,      41301,         104,           0,          10,,           4,          90,         955,         177,         734,          44,         251.8,            .0,          24.2,,           9.7,         217.9,       2312.3,         428.6,       1777.2,         106.5
Brigham City Police Dept,UT,12,      17411,          44,           1,           6,,           7,          30,         786,          92,         666,          28,         252.7,           5.7,          34.5,,          40.2,         172.3,       4514.4,         528.4,       3825.2,         160.8
Cache County Sheriff Office,UT,12,,          39,           0,          13,,           5,          21,         733,         125,         581,          27,,,,,,,,,,
Cedar City Police Dept,UT,12,      20527,          17,           0,           1,,           1,          15,         860,         125,         707,          28,          82.8,            .0,           4.9,,           4.9,          73.1,       4189.6,         609.0,       3444.2,         136.4
Centerville Police Dept,UT,12,      14585,           8,           1,           5,,           0,           2,         405,          78,         320,           7,          54.9,           6.9,          34.3,,            .0,          13.7,       2776.8,         534.8,       2194.0,          48.0
Clearfield Police Dept,UT,12,      25974,          44,           0,          15,,           7,          22,         856,         105,         696,          55,         169.4,            .0,          57.8,,          27.0,          84.7,       3295.6,         404.3,       2679.6,         211.8
Clinton Police Dept,UT,12,      12585,          10,           0,           3,,           0,           7,         193,          36,         145,          12,          79.5,            .0,          23.8,,            .0,          55.6,       1533.6,         286.1,       1152.2,          95.4
Davis County Sheriff Office,UT,12,,          16,           1,           2,,           0,          13,         106,          23,          75,           8,,,,,,,,,,
Farmington Police Dept,UT,12,      12081,           9,           0,           2,,           0,           7,         266,          38,         206,          22,          74.5,            .0,          16.6,,            .0,          57.9,       2201.8,         314.5,       1705.2,         182.1
Heber City Police Dept,UT,12,       7291,           2,           0,           0,,           0,           2,          97,          56,          39,           2,          27.4,            .0,            .0,,            .0,          27.4,       1330.4,         768.1,         534.9,          27.4
Hurricane Police Dept,UT,12,       8250,           8,           0,           0,,           0,           8,         176,          42,         130,           4,          97.0,            .0,            .0,,            .0,          97.0,       2133.3,         509.1,       1575.8,          48.5
Kaysville Police Dept,UT,12,      20351,          10,           0,           3,,           0,           7,         332,          48,         271,          13,          49.1,            .0,          14.7,,            .0,          34.4,       1631.4,         235.9,       1331.6,          63.9
Layton Police Dept,UT,12,      58474,         109,           1,          25,,          12,          71,       2257,         364,       1756,         137,         186.4,           1.7,          42.8,,          20.5,         121.4,       3859.8,         622.5,       3003.0,         234.3
Lehi Police Dept,UT,12,      19028,          12,           0,           0,,           2,          10,         299,          83,         189,          27,          63.1,            .0,            .0,,          10.5,          52.6,       1571.4,         436.2,         993.3,         141.9
Logan Police Dept,UT,12,      42670,          27,           0,           8,,           2,          17,         997,          86,         889,          22,          63.3,            .0,          18.7,,           4.7,          39.8,       2336.5,         201.5,       2083.4,          51.6
Midvale Police Dept,UT,12,      27029,         106,           0,          20,,          25,          61,       1682,         220,       1330,         132,         392.2,            .0,          74.0,,          92.5,         225.7,       6222.9,         813.9,       4920.6,         488.4
Murray Police Dept,UT,12,      34024,         139,           0,          27,,          29,          83,       3112,         365,       2538,         209,         408.5,            .0,          79.4,,          85.2,         243.9,       9146.5,       1072.8,       7459.4,         614.3
North Ogden Police Dept,UT,12,      15026,          11,           0,           3,,           2,           6,         240,          29,         205,           6,          73.2,            .0,          20.0,,          13.3,          39.9,       1597.2,         193.0,       1364.3,          39.9
North Logan Police Dept,UT,12,       9118,           7,           0,           3,,           0,           4,         294,          37,         247,          10,          76.8,            .0,          32.9,,            .0,          43.9,       3224.4,         405.8,       2708.9,         109.7
North Salt Lake Police Dept,UT,12,       8749,           9,           0,           1,,           1,           7,         340,          72,         240,          28,         102.9,            .0,          11.4,,          11.4,          80.0,       3886.2,         823.0,       2743.2,         320.0
