Year,StateID,Population,ViolentCrimeTotal,MurderAndNonnegligentManslaughter,LegacyRape,RevisedRape,Robbery,AggravatedAssault,PropertyCrimeTotal,Burglary,LarcenyTheft,MotorVehicleTheft,ViolentCrimeRate,MurderAndNonnegligentManslaughterRate,LegacyRapeRate,RevisedRapeRate,RobberyRate,AggravatedAssaultRate,PropertyCrimeRate,BurglaryRate,LarcenyTheftRate,MotorVehicleTheftRate
1961,AL,3302000,5564,427,252,,630,4255,32541,11205,18801,2535,168.5,12.9,7.6,,19.1,128.9,985.5,339.3,569.4,76.8
1961,AK,234000,208,27,31,,29,121,3605,891,2223,491,88.9,11.5,13.2,,12.4,51.7,1540.6,380.8,950.0,209.8
1961,AZ,1391000,2288,84,200,,786,1218,41304,10262,26099,4943,164.5,6.0,14.4,,56.5,87.6,2969.4,737.7,1876.3,355.4
1961,AR,1797000,1809,163,130,,446,1070,16836,5536,10211,1089,100.7,9.1,7.2,,24.8,59.5,936.9,308.1,568.2,60.6
1961,CA,16397000,38154,605,3033,,14832,19684,521008,146615,319834,54559,232.7,3.7,18.5,,90.5,120.0,3177.5,894.2,1950.6,332.7
1961,CO,1781000,2659,83,230,,1633,713,40156,11681,23551,4924,149.3,4.7,12.9,,91.7,40.0,2254.7,655.9,1322.3,276.5
1961,CT,2614000,878,25,64,,238,551,31658,9526,18712,3420,33.6,1.0,2.4,,9.1,21.1,1211.1,364.4,715.8,130.8
1961,DE,458000,318,20,27,,124,147,9343,2711,5885,747,69.4,4.4,5.9,,27.1,32.1,2040.0,591.9,1284.9,163.1
1961,DC,763956,4491,88,100,,1348,2955,17093,4902,9732,2459,587.9,11.5,13.1,,176.4,386.8,2237.4,641.7,1273.9,321.9
1961,FL,5222000,11376,477,398,,3746,6755,117144,37627,70655,8862,217.8,9.1,7.6,,71.7,129.4,2243.3,720.5,1353.0,169.7
1961,GA,3987000,6269,400,380,,1129,4360,53445,17439,29746,6260,157.2,10.0,9.5,,28.3,109.4,1340.5,437.4,746.1,157.0
1961,HI,657000,161,15,25,,70,51,16410,3909,10498,2003,24.5,2.3,3.8,,10.7,7.8,2497.7,595.0,1597.9,304.9
1961,ID,684000,222,14,44,,64,100,12516,2203,9540,773,32.5,2.0,6.4,,9.4,14.6,1829.8,322.1,1394.7,113.0
