Year,StateID,Population,ViolentCrimeTotal,MurderAndNonnegligentManslaughter,LegacyRape,RevisedRape,Robbery,AggravatedAssault,PropertyCrimeTotal,Burglary,LarcenyTheft,MotorVehicleTheft,ViolentCrimeRate,MurderAndNonnegligentManslaughterRate,LegacyRapeRate,RevisedRapeRate,RobberyRate,AggravatedAssaultRate,PropertyCrimeRate,BurglaryRate,LarcenyTheftRate,MotorVehicleTheftRate
2003,AL,4503726,19331,299,1656,,6038,11338,182241,43245,124039,14957,429.2,6.6,36.8,,134.1,251.7,4046.4,960.2,2754.1,332.1
2003,AK,648280,3877,39,605,,446,2787,24386,3874,18051,2461,598.0,6.0,93.3,,68.8,429.9,3761.6,597.6,2784.4,379.6
2003,AZ,5579222,28638,441,1856,,7619,18722,314335,58613,198725,56997,513.3,7.9,33.3,,136.6,335.6,5634.0,1050.6,3561.9,1021.6
2003,AR,2727774,12449,180,911,,2227,9131,99084,25016,68061,6007,456.4,6.6,33.4,,81.6,334.7,3632.4,917.1,2495.1,220.2
2003,CA,35462712,205551,2407,9994,,63770,129380,1215086,242274,731486,241326,579.6,6.8,28.2,,179.8,364.8,3426.4,683.2,2062.7,680.5
2003,CO,4547633,15757,185,1913,,3738,9921,179706,32394,124496,22816,346.5,4.1,42.1,,82.2,218.2,3951.6,712.3,2737.6,501.7
2003,CT,3486960,11045,112,698,,4212,6023,92981,16043,65568,11370,316.8,3.2,20.0,,120.8,172.7,2666.5,460.1,1880.4,326.1
2003,DE,818166,5525,21,370,,1441,3693,27943,6066,18933,2944,675.3,2.6,45.2,,176.1,451.4,3415.3,741.4,2314.1,359.8
2003,DC,557620,9061,249,274,,3941,4597,32696,4671,18119,9906,1624.9,44.7,49.1,,706.8,824.4,5863.5,837.7,3249.3,1776.5
2003,FL,16999181,124280,924,6727,,31523,85106,757696,170644,505489,81563,731.1,5.4,39.6,,185.4,500.6,4457.3,1003.8,2973.6,479.8
2003,GA,8676460,39435,657,2234,,14043,22501,369589,79001,247196,43392,454.5,7.6,25.7,,161.9,259.3,4259.7,910.5,2849.0,500.1
2003,HI,1248755,3400,22,367,,1168,1843,65867,11409,44807,9651,272.3,1.8,29.4,,93.5,147.6,5274.6,913.6,3588.1,772.8
2003,ID,1367034,3362,26,535,,245,2556,40042,7837,29559,2646,245.9,1.9,39.1,,17.9,187.0,2929.1,573.3,2162.3,193.6
2003,IL,12649087,70376,895,4189,,23786,41506,415885,78345,295907,41633,556.4,7.1,33.1,,188.0,328.1,3287.9,619.4,2339.4,329.1
2003,IN,6199571,21842,338,1720,,6401,13383,208039,41582,145686,20771,352.3,5.5,27.7,,103.2,215.9,3355.7,670.7,2349.9,335.0
2003,IA,2941976,8175,50,796,,1131,6198,87554,17515,64400,5639,277.9,1.7,27.1,,38.4,210.7,2976.0,595.3,2189.0,191.7
2003,KS,2724786,10831,125,1085,,2247,7374,109276,21973,79471,7832,397.5,4.6,39.8,,82.5,270.6,4010.4,806.4,2916.6,287.4
2003,KY,4118189,10232,181,1124,,3224,5703,103370,26034,69083,8253,248.5,4.4,27.3,,78.3,138.5,2510.1,632.2,1677.5,200.4
2003,LA,4493665,28622,584,1601,,7008,19429,193698,44572,129471,19655,636.9,13.0,35.6,,156.0,432.4,4310.5,991.9,2881.2,437.4
2003,ME,1309205,1422,16,354,,289,763,32078,6579,24043,1456,108.6,1.2,27.0,,22.1,58.3,2450.2,502.5,1836.5,111.2
2003,MD,5512310,38778,525,1358,,13302,23593,209418,38641,134372,36405,703.5,9.5,24.6,,241.3,428.0,3799.1,701.0,2437.7,660.4
2003,MA,6420357,30377,140,1848,,8011,20378,164543,34963,104069,25511,473.1,2.2,28.8,,124.8,317.4,2562.8,544.6,1620.9,397.3
2003,MI,10082364,51550,612,5470,,11254,34214,330565,68316,208538,53711,511.3,6.1,54.3,,111.6,339.3,3278.6,677.6,2068.3,532.7
2003,MN,5064172,13316,127,2092,,3906,7191,157663,27698,116216,13749,262.9,2.5,41.3,,77.1,142.0,3113.3,546.9,2294.9,271.5
2003,MS,2882594,9336,267,1079,,3016,4974,106867,29564,68307,8996,323.9,9.3,37.4,,104.6,172.6,3707.3,1025.6,2369.6,312.1
2003,MO,5719204,28067,289,1400,,6686,19692,233564,41997,161616,29951,490.8,5.1,24.5,,116.9,344.3,4083.9,734.3,2825.8,523.7
2003,MT,918157,3351,30,246,,298,2777,28428,3722,22800,1906,365.0,3.3,26.8,,32.5,302.5,3096.2,405.4,2483.2,207.6
2003,NE,1737475,5105,56,504,,1165,3380,65189,10133,48924,6132,293.8,3.2,29.0,,67.1,194.5,3751.9,583.2,2815.8,352.9
2003,NV,2242207,13813,197,871,,5225,7520,96128,21958,53321,20849,616.0,8.8,38.8,,233.0,335.4,4287.2,979.3,2378.1,929.8
2003,NH,1288705,1937,17,438,,480,1002,26456,4589,19934,1933,150.3,1.3,34.0,,37.2,77.8,2052.9,356.1,1546.8,150.0
2003,NJ,8642412,31488,406,1288,,13342,16452,220350,43457,142287,34606,364.3,4.7,14.9,,154.4,190.4,2549.6,502.8,1646.4,400.4
2003,NM,1878562,12535,116,940,,1937,9542,76816,18997,50595,7224,667.3,6.2,50.0,,103.1,507.9,4089.1,1011.3,2693.3,384.5
2003,NY,19212425,89486,934,3775,,35790,48987,432079,75453,311422,45204,465.8,4.9,19.6,,186.3,255.0,2249.0,392.7,1620.9,235.3
2003,NC,8421190,38243,506,2139,,12229,23369,359660,100687,232081,26892,454.1,6.0,25.4,,145.2,277.5,4270.9,1195.6,2755.9,319.3
2003,ND,633400,508,9,160,,53,286,13364,1959,10327,1078,80.2,1.4,25.3,,8.4,45.2,2109.9,309.3,1630.4,170.2
2003,OH,11437680,38185,526,4660,,16895,16104,417483,95083,281383,41017,333.9,4.6,40.7,,147.7,140.8,3650.1,831.3,2460.1,358.6
2003,OK,3506469,17758,206,1501,,3224,12827,151208,34846,103404,12958,506.4,5.9,42.8,,91.9,365.8,4312.3,993.8,2948.9,369.5
2003,OR,3564330,10506,68,1218,,2847,6373,169863,28562,122327,18974,294.8,1.9,34.2,,79.9,178.8,4765.6,801.3,3432.0,532.3
