Year,StateID,Population,ViolentCrimeTotal,MurderAndNonnegligentManslaughter,LegacyRape,RevisedRape,Robbery,AggravatedAssault,PropertyCrimeTotal,Burglary,LarcenyTheft,MotorVehicleTheft,ViolentCrimeRate,MurderAndNonnegligentManslaughterRate,LegacyRapeRate,RevisedRapeRate,RobberyRate,AggravatedAssaultRate,PropertyCrimeRate,BurglaryRate,LarcenyTheftRate,MotorVehicleTheftRate
1969,AL,3531000,8842,485,494,,1448,6415,66248,23559,36644,6045,250.4,13.7,14.0,,41.0,181.7,1876.2,667.2,1037.8,171.2
1969,AK,282000,624,30,83,,190,321,10318,2455,6195,1668,221.3,10.6,29.4,,67.4,113.8,3658.9,870.6,2196.8,591.5
1969,AZ,1693000,5742,102,390,,1692,3558,82710,22053,53231,7426,339.2,6.0,23.0,,99.9,210.2,4885.4,1302.6,3144.2,438.6
1969,AR,1995000,4390,197,347,,885,2961,39271,12989,24069,2213,220.1,9.9,17.4,,44.4,148.4,1968.5,651.1,1206.5,110.9
1969,CA,19443000,89878,1386,7053,,39240,42199,1096083,325891,638249,131943,462.3,7.1,36.3,,201.8,217.0,5637.4,1676.1,3282.7,678.6
1969,CO,2100000,6275,112,605,,2324,3234,88188,23798,53743,10647,298.8,5.3,28.8,,110.7,154.0,4199.4,1133.2,2559.2,507.0
1969,CT,3000000,4415,86,260,,1696,2373,92349,29624,49891,12834,147.2,2.9,8.7,,56.5,79.1,3078.3,987.5,1663.0,427.8
1969,DE,540000,1588,43,74,,635,836,17321,4737,10043,2541,294.1,8.0,13.7,,117.6,154.8,3207.6,877.2,1859.8,470.6
1969,DC,798000,17038,287,776,,12366,3609,66002,22902,31910,11190,2135.1,36.0,97.2,,1549.6,452.3,8270.9,2869.9,3998.7,1402.3
1969,FL,6354000,29411,720,1347,,10345,16999,271930,86308,161291,24331,462.9,11.3,21.2,,162.8,267.5,4279.7,1358.3,2538.4,382.9
1969,GA,4641000,11235,551,794,,2895,6995,100124,32555,54897,12672,242.1,11.9,17.1,,62.4,150.7,2157.4,701.5,1182.9,273.0
1969,HI,794000,684,27,97,,282,278,35307,10360,20692,4255,86.1,3.4,12.2,,35.5,35.0,4446.7,1304.8,2606.0,535.9
1969,ID,718000,806,14,72,,120,600,18783,4236,13603,944,112.3,1.9,10.0,,16.7,83.6,2616.0,590.0,1894.6,131.5
1969,IL,11047000,49543,950,2113,,26153,20327,333618,81602,199600,52416,448.5,8.6,19.1,,236.7,184.0,3020.0,738.7,1806.8,474.5
1969,IN,5118000,10141,255,864,,4788,4234,147973,41916,85869,20188,198.1,5.0,16.9,,93.6,82.7,2891.2,819.0,1677.8,394.5
1969,IA,2781000,1918,39,178,,622,1079,60724,13603,42184,4937,69.0,1.4,6.4,,22.4,38.8,2183.5,489.1,1516.9,177.5
1969,KS,2321000,3873,81,350,,1271,2171,68961,16091,47579,5291,166.9,3.5,15.1,,54.8,93.5,2971.2,693.3,2049.9,228.0
1969,KY,3232000,5745,336,370,,2236,2803,64224,18399,34646,11179,177.8,10.4,11.4,,69.2,86.7,1987.1,569.3,1072.0,345.9
1969,LA,3745000,13492,356,829,,3843,8464,89574,26013,51421,12140,360.3,9.5,22.1,,102.6,226.0,2391.8,694.6,1373.1,324.2
1969,ME,978000,733,16,58,,111,548,18252,5672,11176,1404,74.9,1.6,5.9,,11.3,56.0,1866.3,580.0,1142.7,143.6
1969,MD,3765000,24295,350,1125,,11086,11734,147891,41970,83610,22311,645.3,9.3,29.9,,294.4,311.7,3928.0,1114.7,2220.7,592.6
1969,MA,5467000,10272,191,592,,4955,4534,179901,56450,76501,46950,187.9,3.5,10.8,,90.6,82.9,3290.7,1032.6,1399.3,858.8
1969,MI,8766000,44048,770,2832,,23238,17208,377085,115315,217834,43936,502.5,8.8,32.3,,265.1,196.3,4301.7,1315.5,2485.0,501.2
1969,MN,3700000,5253,69,424,,3016,1744,108583,28836,65527,14220,142.0,1.9,11.5,,81.5,47.1,2934.7,779.4,1771.0,384.3
1969,MS,2363000,3354,192,215,,345,2602,22511,7479,13310,1722,141.9,8.1,9.1,,14.6,110.1,952.6,316.5,563.3,72.9
1969,MO,4651000,18260,485,1270,,8483,8022,176113,52037,97171,26905,392.6,10.4,27.3,,182.4,172.5,3786.6,1118.8,2089.2,578.5
1969,MT,694000,682,25,77,,154,426,17984,3899,12587,1498,98.3,3.6,11.1,,22.2,61.4,2591.4,561.8,1813.7,215.9
1969,NE,1449000,2302,36,98,,751,1417,33217,6989,22106,4122,158.9,2.5,6.8,,51.8,97.8,2292.4,482.3,1525.6,284.5
1969,NV,457000,1642,41,94,,781,726,21874,6245,13069,2560,359.3,9.0,20.6,,170.9,158.9,4786.4,1366.5,2859.7,560.2
1969,NH,717000,325,18,29,,75,203,10506,3322,6157,1027,45.3,2.5,4.0,,10.5,28.3,1465.3,463.3,858.7,143.2
1969,NJ,7148000,17226,369,914,,9657,6286,213701,68123,108336,37242,241.0,5.2,12.8,,135.1,87.9,2989.7,953.0,1515.6,521.0
1969,NM,994000,2881,63,249,,647,1922,41973,12234,25622,4117,289.8,6.3,25.1,,65.1,193.4,4222.6,1230.8,2577.7,414.2
1969,NY,18321000,105870,1324,2902,,64754,36890,731340,248477,367463,115400,577.9,7.2,15.8,,353.4,201.4,3991.8,1356.2,2005.7,629.9
1969,NC,5205000,18117,588,619,,2244,14666,99083,31804,58614,8665,348.1,11.3,11.9,,43.1,281.8,1903.6,611.0,1126.1,166.5
1969,ND,615000,220,1,25,,44,150,8918,1533,6800,585,35.8,.2,4.1,,7.2,24.4,1450.1,249.3,1105.7,95.1
1969,OH,10740000,26648,685,1645,,13604,10714,309966,79489,178701,51776,248.1,6.4,15.3,,126.7,99.8,2886.1,740.1,1663.9,482.1
1969,OK,2568000,4775,148,366,,1268,2993,62443,18595,37563,6285,185.9,5.8,14.3,,49.4,116.5,2431.6,724.1,1462.7,244.7
1969,OR,2032000,4527,81,371,,1760,2315,81016,22853,51692,6471,222.8,4.0,18.3,,86.6,113.9,3987.0,1124.7,2543.9,318.5
1969,PA,11803000,22887,488,1430,,10690,10279,215276,68187,111114,35975,193.9,4.1,12.1,,90.6,87.1,1823.9,577.7,941.4,304.8
