Year,StateID,Population,ViolentCrimeTotal,MurderAndNonnegligentManslaughter,LegacyRape,RevisedRape,Robbery,AggravatedAssault,PropertyCrimeTotal,Burglary,LarcenyTheft,MotorVehicleTheft,ViolentCrimeRate,MurderAndNonnegligentManslaughterRate,LegacyRapeRate,RevisedRapeRate,RobberyRate,AggravatedAssaultRate,PropertyCrimeRate,BurglaryRate,LarcenyTheftRate,MotorVehicleTheftRate
1970,AL,3444165,10185,404,637,,1731,7413,75214,26739,40779,7696,295.7,11.7,18.5,,50.3,215.2,2183.8,776.4,1184.0,223.5
1970,AK,302173,840,37,79,,217,507,10648,2387,6595,1666,278.0,12.2,26.1,,71.8,167.8,3523.8,789.9,2182.5,551.3
1970,AZ,1772482,6564,168,478,,2130,3788,98265,26464,62918,8883,370.3,9.5,27.0,,120.2,213.7,5543.9,1493.0,3549.7,501.2
1970,AR,1923295,4276,195,328,,877,2876,42290,14606,25388,2296,222.3,10.1,17.1,,45.6,149.5,2198.8,759.4,1320.0,119.4
1970,CA,19953134,94741,1376,7005,,41277,45083,1170113,349788,682811,137514,474.8,6.9,35.1,,206.9,225.9,5864.3,1753.0,3422.1,689.2
1970,CO,2207259,7874,137,795,,2849,4093,109512,30481,66043,12988,356.7,6.2,36.0,,129.1,185.4,4961.4,1380.9,2992.1,588.4
1970,CT,3032217,5167,106,276,,2136,2649,100640,32874,53084,14682,170.4,3.5,9.1,,70.4,87.4,3319.0,1084.2,1750.7,484.2
1970,DE,548104,1795,42,102,,578,1073,21571,5789,12718,3064,327.5,7.7,18.6,,105.5,195.8,3935.6,1056.2,2320.4,559.0
1970,DC,756510,16846,221,720,,11816,4089,65488,21740,32638,11110,2226.8,29.2,95.2,,1561.9,540.5,8656.6,2873.7,4314.3,1468.6
1970,FL,6789443,33824,860,1509,,12636,18819,327182,106036,194216,26930,498.2,12.7,22.2,,186.1,277.2,4819.0,1561.8,2860.6,396.6
1970,GA,4589575,13976,702,740,,4395,8139,118277,41301,62812,14164,304.5,15.3,16.1,,95.8,177.3,2577.1,899.9,1368.6,308.6
1970,HI,769913,938,28,91,,487,332,39599,11211,23914,4474,121.8,3.6,11.8,,63.3,43.1,5143.3,1456.1,3106.1,581.1
1970,ID,713008,879,33,88,,146,612,21615,4803,15784,1028,123.3,4.6,12.3,,20.5,85.8,3031.5,673.6,2213.7,144.2
1970,IL,11113976,52006,1066,2270,,27908,20762,368055,85067,225437,57551,467.9,9.6,20.4,,251.1,186.8,3311.6,765.4,2028.4,517.8
1970,IN,5193669,12184,253,1031,,5729,5171,168811,48084,97338,23389,234.6,4.9,19.9,,110.3,99.6,3250.3,925.8,1874.2,450.3
1970,IA,2825041,2241,54,175,,804,1208,68529,14331,49253,4945,79.3,1.9,6.2,,28.5,42.8,2425.8,507.3,1743.4,175.0
1970,KS,2249071,4561,107,325,,1689,2440,77385,19829,51784,5772,202.8,4.8,14.5,,75.1,108.5,3440.8,881.7,2302.5,256.6
1970,KY,3219311,7157,357,441,,2344,4015,72814,22662,39002,11150,222.3,11.1,13.7,,72.8,124.7,2261.8,703.9,1211.5,346.3
1970,LA,3643180,15063,426,841,,5131,8665,105742,32426,59300,14016,413.5,11.7,23.1,,140.8,237.8,2902.5,890.0,1627.7,384.7
1970,ME,993663,887,15,70,,125,677,19582,6345,11721,1516,89.3,1.5,7.0,,12.6,68.1,1970.7,638.5,1179.6,152.6
1970,MD,3922399,24512,362,936,,13280,9934,157528,41234,94816,21478,624.9,9.2,23.9,,338.6,253.3,4016.1,1051.2,2417.3,547.6
1970,MA,5689170,11542,197,684,,5658,5003,201592,64523,87114,49955,202.9,3.5,12.0,,99.5,87.9,3543.4,1134.1,1531.2,878.1
1970,MI,8875083,51090,831,2402,,30758,17099,437700,139398,257118,41184,575.7,9.4,27.1,,346.6,192.7,4931.8,1570.7,2897.1,464.0
1970,MN,3805069,5782,75,369,,3389,1949,116014,30507,72354,13153,152.0,2.0,9.7,,89.1,51.2,3048.9,801.7,1901.5,345.7
1970,MS,2216912,3974,255,198,,421,3100,24898,7785,15376,1737,179.3,11.5,8.9,,19.0,139.8,1123.1,351.2,693.6,78.4
1970,MO,4677399,18986,499,1283,,9393,7811,175344,53184,97004,25156,405.9,10.7,27.4,,200.8,167.0,3748.8,1137.0,2073.9,537.8
1970,MT,694409,774,22,73,,155,524,19245,4123,13582,1540,111.5,3.2,10.5,,22.3,75.5,2771.4,593.7,1955.9,221.8
1970,NE,1483791,2731,44,138,,850,1699,35149,7486,23332,4331,184.1,3.0,9.3,,57.3,114.5,2368.9,504.5,1572.5,291.9
1970,NV,488738,1948,43,96,,921,888,26222,8116,14877,3229,398.6,8.8,19.6,,188.4,181.7,5365.2,1660.6,3044.0,660.7
1970,NH,737681,413,15,44,,89,265,12291,4172,6850,1269,56.0,2.0,6.0,,12.1,35.9,1666.2,565.6,928.6,172.0
1970,NJ,7168164,20583,412,927,,12145,7099,235704,74649,121098,39957,287.1,5.7,12.9,,169.4,99.0,3288.2,1041.4,1689.4,557.4
1970,NM,1016000,3093,98,227,,687,2081,41977,12156,25729,4092,304.4,9.6,22.3,,67.6,204.8,4131.6,1196.5,2532.4,402.8
1970,NY,18190740,124613,1444,2875,,81149,39145,779701,267474,386553,125674,685.0,7.9,15.8,,446.1,215.2,4286.3,1470.4,2125.0,690.9
1970,NC,5082059,18814,597,658,,2660,14899,115488,38918,68042,8528,370.2,11.7,12.9,,52.3,293.2,2272.5,765.8,1338.9,167.8
1970,ND,617761,211,3,38,,40,130,10331,1769,8000,562,34.2,.5,6.2,,6.5,21.0,1672.3,286.4,1295.0,91.0
1970,OH,10652017,30279,699,1700,,15539,12341,350465,90953,207024,52488,284.3,6.6,16.0,,145.9,115.9,3290.1,853.9,1943.5,492.8
1970,OK,2559253,5194,151,400,,1400,3243,71004,21381,42474,7149,202.9,5.9,15.6,,54.7,126.7,2774.4,835.4,1659.6,279.3
1970,OR,2091385,5373,97,377,,2144,2755,92675,26632,59082,6961,256.9,4.6,18.0,,102.5,131.7,4431.3,1273.4,2825.0,332.8
1970,PA,11793909,25970,637,1408,,12810,11115,231825,70730,120380,40715,220.2,5.4,11.9,,108.6,94.2,1965.6,599.7,1020.7,345.2
1970,RI,949723,1944,30,34,,744,1136,38598,9677,20763,8158,204.7,3.2,3.6,,78.3,119.6,4064.1,1018.9,2186.2,859.0
1970,SC,2590516,7412,377,467,,1557,5011,71808,26407,38740,6661,286.1,14.6,18.0,,60.1,193.4,2772.0,1019.4,1495.5,257.1
1970,SD,666257,616,25,74,,114,403,13066,3140,9302,624,92.5,3.8,11.1,,17.1,60.5,1961.1,471.3,1396.2,93.7
1970,TN,3924164,10787,346,607,,3218,6616,83220,31656,40211,11353,274.9,8.8,15.5,,82.0,168.6,2120.7,806.7,1024.7,289.3
1970,TX,11196000,40897,1299,2329,,15280,21989,426351,129866,251091,45394,365.3,11.6,20.8,,136.5,196.4,3808.1,1159.9,2242.7,405.4
1970,UT,1059273,1459,36,115,,563,745,43048,9692,30006,3350,137.7,3.4,10.9,,53.1,70.3,4063.9,915.0,2832.7,316.3
1970,VT,444732,329,6,46,,34,243,8108,3249,4308,551,74.0,1.3,10.3,,7.6,54.6,1823.1,730.6,968.7,123.9
1970,VA,4648494,14040,483,796,,4437,8324,156346,42514,99239,14593,302.0,10.4,17.1,,95.5,179.1,3363.4,914.6,2134.9,313.9
1970,WA,3409169,7546,120,613,,3189,3624,158858,49244,97279,12335,221.3,3.5,18.0,,93.5,106.3,4659.7,1444.5,2853.5,361.8
1970,WV,1744237,2158,109,116,,476,1457,21886,6777,13497,1612,123.7,6.2,6.7,,27.3,83.5,1254.8,388.5,773.8,92.4
1970,WI,4417933,3792,88,296,,1462,1946,115584,23792,82178,9614,85.8,2.0,6.7,,33.1,44.0,2616.2,538.5,1860.1,217.6
1970,WY,332416,376,19,41,,73,243,9504,2147,6810,547,113.1,5.7,12.3,,22.0,73.1,2859.1,645.9,2048.6,164.6
1970,UnitedStatesTotal,203235298,738820,16000,37990,,349860,334970,7359200,2205000,4225800,928400,363.5,7.9,18.7,,172.1,164.8,3621.0,1084.9,2079.3,456.8
