Year,StateID,Population,ViolentCrimeTotal,MurderAndNonnegligentManslaughter,LegacyRape,RevisedRape,Robbery,AggravatedAssault,PropertyCrimeTotal,Burglary,LarcenyTheft,MotorVehicleTheft,ViolentCrimeRate,MurderAndNonnegligentManslaughterRate,LegacyRapeRate,RevisedRapeRate,RobberyRate,AggravatedAssaultRate,PropertyCrimeRate,BurglaryRate,LarcenyTheftRate,MotorVehicleTheftRate
1971,AL,3479000,10835,524,661,,2005,7645,76084,27547,40841,7696,311.4,15.1,19.0,,57.6,219.7,2187.0,791.8,1173.9,221.2
1971,AK,313000,1112,42,136,,210,724,11923,2656,7631,1636,355.3,13.4,43.5,,67.1,231.3,3809.3,848.6,2438.0,522.7
1971,AZ,1849000,7407,124,553,,2095,4635,102451,26549,67566,8336,400.6,6.7,29.9,,113.3,250.7,5540.9,1435.9,3654.2,450.8
1971,AR,1944000,4680,204,332,,947,3197,40581,14014,24173,2394,240.7,10.5,17.1,,48.7,164.5,2087.5,720.9,1243.5,123.1
1971,CA,20223000,104872,1642,7300,,47626,48304,1248069,392277,711417,144375,518.6,8.1,36.1,,235.5,238.9,6171.5,1939.8,3517.9,713.9
1971,CO,2283000,8530,149,877,,3080,4424,117422,33104,71423,12895,373.6,6.5,38.4,,134.9,193.8,5143.3,1450.0,3128.5,564.8
1971,CT,3081000,5968,96,367,,2563,2942,106370,32884,56875,16611,193.7,3.1,11.9,,83.2,95.5,3452.5,1067.3,1846.0,539.1
1971,DE,558000,2060,34,102,,804,1120,25924,7759,14902,3263,369.2,6.1,18.3,,144.1,200.7,4645.9,1390.5,2670.6,584.8
1971,DC,741000,16084,275,615,,11222,3972,54432,18818,26882,8732,2170.6,37.1,83.0,,1514.4,536.0,7345.7,2539.5,3627.8,1178.4
1971,FL,7041000,38575,933,1708,,13422,22512,360864,118175,215037,27652,547.9,13.3,24.3,,190.6,319.7,5125.2,1678.4,3054.1,392.7
1971,GA,4664000,15898,745,1004,,4858,9291,126254,49003,63173,14078,340.9,16.0,21.5,,104.2,199.2,2707.0,1050.7,1354.5,301.8
1971,HI,789000,1830,42,138,,734,916,41240,11339,25425,4476,231.9,5.3,17.5,,93.0,116.1,5226.9,1437.1,3222.4,567.3
1971,ID,732000,917,24,77,,163,653,24758,5430,18109,1219,125.3,3.3,10.5,,22.3,89.2,3382.2,741.8,2473.9,166.5
1971,IL,11196000,53436,1079,2418,,28900,21039,381567,93682,234618,53267,477.3,9.6,21.6,,258.1,187.9,3408.1,836.7,2095.6,475.8
1971,IN,5274000,13031,282,1025,,6646,5078,172758,51104,100414,21240,247.1,5.3,19.4,,126.0,96.3,3275.7,969.0,1903.9,402.7
1971,IA,2852000,2822,52,255,,866,1649,72060,15160,52528,4372,98.9,1.8,8.9,,30.4,57.8,2526.6,531.6,1841.8,153.3
1971,KS,2258000,4843,115,360,,1483,2885,74079,20064,48511,5504,214.5,5.1,15.9,,65.7,127.8,3280.7,888.6,2148.4,243.8
1971,KY,3282000,7717,358,489,,2541,4329,73733,23596,39232,10905,235.1,10.9,14.9,,77.4,131.9,2246.6,719.0,1195.4,332.3
1971,LA,3681000,15208,409,872,,4974,8953,112014,33567,63661,14786,413.1,11.1,23.7,,135.1,243.2,3043.0,911.9,1729.4,401.7
1971,ME,1003000,903,20,74,,144,665,22329,7529,13318,1482,90.0,2.0,7.4,,14.4,66.3,2226.2,750.6,1327.8,147.8
1971,MD,4000000,24857,449,997,,13015,10396,167110,44900,101138,21072,621.4,11.2,24.9,,325.4,259.9,4177.8,1122.5,2528.5,526.8
1971,MA,5758000,15317,220,715,,8069,6313,235015,77145,101161,56709,266.0,3.8,12.4,,140.1,109.6,4081.5,1339.8,1756.9,984.9
1971,MI,8997000,51697,942,2404,,29703,18648,462500,151756,265951,44793,574.6,10.5,26.7,,330.1,207.3,5140.6,1686.7,2956.0,497.9
1971,MN,3881000,5993,95,468,,2987,2443,131274,34219,83741,13314,154.4,2.4,12.1,,77.0,62.9,3382.5,881.7,2157.7,343.1
1971,MS,2226000,6151,328,305,,799,4719,29476,9900,17363,2213,276.3,14.7,13.7,,35.9,212.0,1324.2,444.7,780.0,99.4
1971,MO,4749000,18357,424,1245,,8533,8155,173767,55427,94492,23848,386.5,8.9,26.2,,179.7,171.7,3659.0,1167.1,1989.7,502.2
1971,MT,708000,971,31,100,,203,637,21571,4637,15362,1572,137.1,4.4,14.1,,28.7,90.0,3046.8,654.9,2169.8,222.0
1971,NE,1512000,2355,39,212,,544,1560,36033,8337,23846,3850,155.8,2.6,14.0,,36.0,103.2,2383.1,551.4,1577.1,254.6
1971,NV,507000,1887,58,135,,868,826,25803,7635,15094,3074,372.2,11.4,26.6,,171.2,162.9,5089.3,1505.9,2977.1,606.3
1971,NH,762000,580,17,63,,123,377,15218,5082,8734,1402,76.1,2.2,8.3,,16.1,49.5,1997.1,666.9,1146.2,184.0
1971,NJ,7300000,26441,426,1058,,16062,8895,263025,88720,131959,42346,362.2,5.8,14.5,,220.0,121.8,3603.1,1215.3,1807.7,580.1
1971,NM,1030000,3994,124,270,,1062,2538,48595,14596,29274,4725,387.8,12.0,26.2,,103.1,246.4,4718.0,1417.1,2842.1,458.7
1971,NY,18391000,145048,1823,3225,,97682,42318,789974,273704,388612,127658,788.7,9.9,17.5,,531.1,230.1,4295.4,1488.2,2113.1,694.1
1971,NC,5146000,19952,606,764,,2844,15738,120495,41840,70109,8546,387.7,11.8,14.8,,55.3,305.8,2341.5,813.1,1362.4,166.1
1971,ND,625000,238,8,26,,47,157,12577,2124,9911,542,38.1,1.3,4.2,,7.5,25.1,2012.3,339.8,1585.8,86.7
1971,OH,10778000,32159,811,1988,,17642,11718,362983,100520,208962,53501,298.4,7.5,18.4,,163.7,108.7,3367.8,932.6,1938.8,496.4
