Year,StateID,Population,ViolentCrimeTotal,MurderAndNonnegligentManslaughter,LegacyRape,RevisedRape,Robbery,AggravatedAssault,PropertyCrimeTotal,Burglary,LarcenyTheft,MotorVehicleTheft,ViolentCrimeRate,MurderAndNonnegligentManslaughterRate,LegacyRapeRate,RevisedRapeRate,RobberyRate,AggravatedAssaultRate,PropertyCrimeRate,BurglaryRate,LarcenyTheftRate,MotorVehicleTheftRate
1972,AL,3510000,10994,496,660,,2407,7431,73053,27714,38493,6846,313.2,14.1,18.8,,68.6,211.7,2081.3,789.6,1096.7,195.0
1972,AK,325000,1204,31,136,,216,821,13351,3155,8577,1619,370.5,9.5,41.8,,66.5,252.6,4108.0,970.8,2639.1,498.2
1972,AZ,1945000,8731,142,650,,2350,5589,106671,31429,66883,8359,448.9,7.3,33.4,,120.8,287.4,5484.4,1615.9,3438.7,429.8
1972,AR,1978000,4840,206,342,,1084,3208,41690,14541,24891,2258,244.7,10.4,17.3,,54.8,162.2,2107.7,735.1,1258.4,114.2
1972,CA,20468000,110667,1791,8127,,48829,51920,1201968,398960,663568,139440,540.7,8.8,39.7,,238.6,253.7,5872.4,1949.2,3242.0,681.3
1972,CO,2357000,9555,196,905,,3332,5122,122286,37242,71154,13890,405.4,8.3,38.4,,141.4,217.3,5188.2,1580.1,3018.8,589.3
1972,CT,3082000,6138,100,275,,2437,3326,98745,29489,54798,14458,199.2,3.2,8.9,,79.1,107.9,3203.9,956.8,1778.0,469.1
1972,DE,565000,2181,39,80,,735,1327,23378,7059,13544,2775,386.0,6.9,14.2,,130.1,234.9,4137.7,1249.4,2397.2,491.2
1972,DC,748000,12607,245,714,,7751,3897,46225,12801,27603,5821,1685.4,32.8,95.5,,1036.2,521.0,6179.8,1711.4,3690.2,778.2
1972,FL,7259000,40252,924,1920,,13745,23663,350054,116516,206962,26576,554.5,12.7,26.4,,189.4,326.0,4822.3,1605.1,2851.1,366.1
1972,GA,4720000,17823,871,984,,6340,9628,126222,51056,60689,14477,377.6,18.5,20.8,,134.3,204.0,2674.2,1081.7,1285.8,306.7
1972,HI,809000,1258,55,172,,448,583,36057,10805,22029,3223,155.5,6.8,21.3,,55.4,72.1,4457.0,1335.6,2723.0,398.4
1972,ID,756000,1085,29,118,,156,782,24773,5705,17678,1390,143.5,3.8,15.6,,20.6,103.4,3276.9,754.6,2338.4,183.9
1972,IL,11251000,57162,985,2623,,29267,24287,369377,95190,224344,49843,508.1,8.8,23.3,,260.1,215.9,3283.1,846.1,1994.0,443.0
1972,IN,5291000,12968,321,1192,,5878,5577,167440,50180,97921,19339,245.1,6.1,22.5,,111.1,105.4,3164.6,948.4,1850.7,365.5
1972,IA,2883000,2519,50,248,,770,1451,70471,15037,50560,4874,87.4,1.7,8.6,,26.7,50.3,2444.4,521.6,1753.7,169.1
1972,KS,2258000,4737,91,401,,1556,2689,72144,20472,46433,5239,209.8,4.0,17.8,,68.9,119.1,3195.0,906.6,2056.4,232.0
1972,KY,3299000,7446,323,517,,2744,3862,66242,21449,35495,9298,225.7,9.8,15.7,,83.2,117.1,2007.9,650.2,1075.9,281.8
1972,LA,3720000,15712,491,855,,4963,9403,110118,33597,63262,13259,422.4,13.2,23.0,,133.4,252.8,2960.2,903.1,1700.6,356.4
1972,ME,1029000,1143,55,80,,217,791,25514,8155,15688,1671,111.1,5.3,7.8,,21.1,76.9,2479.5,792.5,1524.6,162.4
1972,MD,4056000,26412,509,1053,,13144,11706,161328,45090,94571,21667,651.2,12.5,26.0,,324.1,288.6,3977.5,1111.7,2331.6,534.2
1972,MA,5787000,17086,215,784,,8840,7247,220591,71894,92425,56272,295.2,3.7,13.5,,152.8,125.2,3811.8,1242.3,1597.1,972.4
1972,MI,9082000,50425,999,2657,,26276,20493,436693,143709,249940,43044,555.2,11.0,29.3,,289.3,225.6,4808.3,1582.3,2752.0,473.9
1972,MN,3896000,6798,95,571,,3290,2842,123876,36124,74612,13140,174.5,2.4,14.7,,84.4,72.9,3179.6,927.2,1915.1,337.3
1972,MS,2263000,7076,348,395,,902,5431,33778,12221,18829,2728,312.7,15.4,17.5,,39.9,240.0,1492.6,540.0,832.0,120.5
1972,MO,4753000,18223,396,1212,,8347,8268,168724,52312,94051,22361,383.4,8.3,25.5,,175.6,174.0,3549.8,1100.6,1978.8,470.5
1972,MT,719000,1079,18,78,,239,744,21967,5092,15099,1776,150.1,2.5,10.8,,33.2,103.5,3055.2,708.2,2100.0,247.0
1972,NE,1525000,2638,44,212,,803,1579,37446,8489,24968,3989,173.0,2.9,13.9,,52.7,103.5,2455.5,556.7,1637.2,261.6
1972,NV,527000,2264,71,179,,1002,1012,28566,9262,16335,2969,429.6,13.5,34.0,,190.1,192.0,5420.5,1757.5,3099.6,563.4
1972,NH,771000,491,13,54,,103,321,14861,4600,9299,962,63.7,1.7,7.0,,13.4,41.6,1927.5,596.6,1206.1,124.8
1972,NJ,7367000,27577,481,1243,,15478,10375,255317,87981,124153,43183,374.3,6.5,16.9,,210.1,140.8,3465.7,1194.3,1685.3,586.2
1972,NM,1065000,4598,122,359,,1295,2822,48102,15650,28409,4043,431.7,11.5,33.7,,121.6,265.0,4516.6,1469.5,2667.5,379.6
