Year,StateID,Population,ViolentCrimeTotal,MurderAndNonnegligentManslaughter,LegacyRape,RevisedRape,Robbery,AggravatedAssault,PropertyCrimeTotal,Burglary,LarcenyTheft,MotorVehicleTheft,ViolentCrimeRate,MurderAndNonnegligentManslaughterRate,LegacyRapeRate,RevisedRapeRate,RobberyRate,AggravatedAssaultRate,PropertyCrimeRate,BurglaryRate,LarcenyTheftRate,MotorVehicleTheftRate
1967,AL,3540000,8448,415,371,,1167,6495,57079,20227,31682,5170,238.6,11.7,10.5,,33.0,183.5,1612.4,571.4,895.0,146.0
1967,AK,272000,437,26,48,,96,267,7409,1873,4436,1100,160.7,9.6,17.6,,35.3,98.2,2723.9,688.6,1630.9,404.4
1967,AZ,1634000,3892,91,273,,1224,2304,75160,18583,49923,6654,238.2,5.6,16.7,,74.9,141.0,4599.8,1137.3,3055.3,407.2
1967,AR,1968000,4320,173,279,,693,3175,27728,8735,17301,1692,219.5,8.8,14.2,,35.2,161.3,1408.9,443.9,879.1,86.0
1967,CA,19153000,67446,1039,4792,,28539,33076,900757,276958,526477,97322,352.1,5.4,25.0,,149.0,172.7,4703.0,1446.0,2748.8,508.1
1967,CO,1975000,3789,81,412,,1342,1954,61565,15590,39885,6090,191.8,4.1,20.9,,67.9,98.9,3117.2,789.4,2019.5,308.4
1967,CT,2925000,2804,70,164,,941,1629,63922,21987,32543,9392,95.9,2.4,5.6,,32.2,55.7,2185.4,751.7,1112.6,321.1
1967,DE,524000,948,45,60,,343,500,14204,4360,7861,1983,180.9,8.6,11.5,,65.5,95.4,2710.7,832.1,1500.2,378.4
1967,DC,809000,9252,178,172,,5759,3143,44634,14702,21425,8507,1143.6,22.0,21.3,,711.9,388.5,5517.2,1817.3,2648.3,1051.5
1967,FL,5995000,23399,630,913,,7850,14006,222612,73188,132298,17126,390.3,10.5,15.2,,130.9,233.6,3713.3,1220.8,2206.8,285.7
1967,GA,4509000,8536,501,561,,1682,5792,79581,26667,43900,9014,189.3,11.1,12.4,,37.3,128.5,1764.9,591.4,973.6,199.9
1967,HI,739000,591,18,37,,146,390,26895,8516,15392,2987,80.0,2.4,5.0,,19.8,52.8,3639.4,1152.4,2082.8,404.2
1967,ID,699000,478,30,61,,76,311,12843,2837,9217,789,68.4,4.3,8.7,,10.9,44.5,1837.3,405.9,1318.6,112.9
1967,IL,10893000,42956,793,1953,,21879,18331,274089,66282,161876,45931,394.3,7.3,17.9,,200.9,168.3,2516.2,608.5,1486.1,421.7
1967,IN,5000000,8143,188,633,,3933,3389,121481,35074,69464,16943,162.9,3.8,12.7,,78.7,67.8,2429.6,701.5,1389.3,338.9
1967,IA,2753000,1608,42,155,,578,833,50176,11881,34022,4273,58.4,1.5,5.6,,21.0,30.3,1822.6,431.6,1235.8,155.2
1967,KS,2275000,3248,90,243,,959,1956,53047,13610,35231,4206,142.8,4.0,10.7,,42.2,86.0,2331.7,598.2,1548.6,184.9
1967,KY,3189000,4484,230,291,,1502,2461,54712,15399,30325,8988,140.6,7.2,9.1,,47.1,77.2,1715.6,482.9,950.9,281.8
1967,LA,3662000,10071,341,603,,3005,6122,77406,24030,43075,10301,275.0,9.3,16.5,,82.1,167.2,2113.8,656.2,1176.3,281.3
1967,ME,973000,621,4,58,,94,465,15170,4452,9637,1081,63.8,.4,6.0,,9.7,47.8,1559.1,457.6,990.4,111.1
1967,MD,3682000,17458,293,720,,7809,8636,126522,37366,71147,18009,474.1,8.0,19.6,,212.1,234.5,3436.2,1014.8,1932.3,489.1
1967,MA,5421000,6919,154,411,,2818,3536,127638,36621,54837,36180,127.6,2.8,7.6,,52.0,65.2,2354.5,675.5,1011.6,667.4
1967,MI,8584000,33390,560,2282,,16188,14360,315295,99624,182277,33394,389.0,6.5,26.6,,188.6,167.3,3673.1,1160.6,2123.5,389.0
1967,MN,3582000,4727,58,309,,2402,1958,88160,25233,52454,10473,132.0,1.6,8.6,,67.1,54.7,2461.2,704.4,1464.4,292.4
1967,MS,2348000,2672,204,130,,248,2090,18464,6053,11080,1331,113.8,8.7,5.5,,10.6,89.0,786.4,257.8,471.9,56.7
1967,MO,4603000,12746,337,785,,6005,5619,131039,39635,75063,16341,276.9,7.3,17.1,,130.5,122.1,2846.8,861.1,1630.7,355.0
1967,MT,701000,588,17,72,,150,349,16636,3661,11463,1512,83.9,2.4,10.3,,21.4,49.8,2373.2,522.3,1635.2,215.7
1967,NE,1435000,1624,39,117,,556,912,28407,7056,18651,2700,113.2,2.7,8.2,,38.7,63.6,1979.6,491.7,1299.7,188.2
1967,NV,444000,1100,48,64,,523,465,18010,4734,11159,2117,247.7,10.8,14.4,,117.8,104.7,4056.3,1066.2,2513.3,476.8
