Year,StateID,Population,ViolentCrimeTotal,MurderAndNonnegligentManslaughter,LegacyRape,RevisedRape,Robbery,AggravatedAssault,PropertyCrimeTotal,Burglary,LarcenyTheft,MotorVehicleTheft,ViolentCrimeRate,MurderAndNonnegligentManslaughterRate,LegacyRapeRate,RevisedRapeRate,RobberyRate,AggravatedAssaultRate,PropertyCrimeRate,BurglaryRate,LarcenyTheftRate,MotorVehicleTheftRate
2005,AL,4548327,19678,374,1564,,6447,11293,177393,43473,120780,13140,433.0,8.2,34.4,,141.7,248.3,3900.0,955.8,2656.0,289.0
2005,AK,663253,4194,32,538,,537,3087,23975,4131,17249,2595,632.0,4.8,81.1,,81.0,465.4,3615.0,622.8,2601.0,391.0
2005,AZ,5953007,30478,445,2006,,8579,19448,287345,56328,176112,54905,512.0,7.5,33.7,,144.1,326.7,4827.0,946.2,2958.0,922.0
2005,AR,2775708,14670,189,1202,,2532,10747,112914,30118,75510,7286,528.0,6.8,43.3,,91.2,387.2,4068.0,1085.1,2720.0,262.0
2005,CA,36154147,190178,2503,9392,,63622,114661,1200531,250521,692467,257543,526.0,6.9,26.0,,176.0,317.1,3321.0,692.9,1915.0,712.0
2005,CO,4663295,18498,173,2026,,3948,12351,188449,34746,127602,26101,397.0,3.7,43.4,,84.7,264.9,4041.0,745.1,2736.0,560.0
2005,CT,3500701,9542,105,712,,3933,4792,90270,15245,64416,10609,273.0,3.0,20.3,,112.3,136.9,2579.0,435.5,1840.0,303.0
2005,DE,841741,5332,37,377,,1306,3612,26245,5811,18085,2349,633.0,4.4,44.8,,155.2,429.1,3118.0,690.4,2148.0,279.0
2005,DC,582049,8032,195,166,,3700,3971,26133,3577,14836,7720,1380.0,33.5,28.5,,635.7,682.2,4490.0,614.6,2549.0,1326.0
2005,FL,17768191,125957,883,6592,,30141,88341,712998,164783,472912,75303,709.0,5.0,37.1,,169.6,497.2,4013.0,927.4,2662.0,424.0
2005,GA,9132553,40725,564,2143,,14041,23977,378534,84463,249594,44477,446.0,6.2,23.5,,153.7,262.5,4145.0,924.9,2733.0,487.0
2005,HI,1273278,3253,24,343,,1001,1885,61115,9792,42188,9135,256.0,1.9,26.9,,78.6,148.0,4800.0,769.0,3313.0,717.0
2005,ID,1429367,3670,35,577,,266,2792,38556,8066,27606,2884,257.0,2.4,40.4,,18.6,195.3,2697.0,564.3,1931.0,202.0
2005,IL,12765427,70496,770,4313,,23255,42158,394670,77635,277662,39373,552.0,6.0,33.8,,182.2,330.3,3092.0,608.2,2175.0,308.0
2005,IN,6266019,20302,356,1856,,6809,11281,216778,43756,151278,21744,324.0,5.7,29.6,,108.7,180.0,3460.0,698.3,2414.0,347.0
2005,IA,2965524,8697,40,847,,1153,6657,84370,18147,60723,5500,293.0,1.3,28.6,,38.9,224.5,2845.0,611.9,2048.0,186.0
2005,KS,2748172,10701,101,1098,,1795,7707,104588,19028,76222,9338,389.0,3.7,40.0,,65.3,280.4,3806.0,692.4,2774.0,340.0
2005,KY,4172608,11134,190,1421,,3690,5833,105608,26458,70354,8796,267.0,4.6,34.1,,88.4,139.8,2531.0,634.1,1686.0,211.0
2005,LA,4507331,26889,450,1421,,5337,19681,166611,39382,112840,14389,597.0,10.0,31.5,,118.4,436.6,3696.0,873.7,2504.0,319.0
2005,ME,1318220,1483,19,326,,323,815,31889,6323,24218,1348,112.0,1.4,24.7,,24.5,61.8,2419.0,479.7,1837.0,102.0
2005,MD,5589599,39369,552,1266,,14378,23173,198483,35922,128491,34070,704.0,9.9,22.6,,257.2,414.6,3551.0,642.7,2299.0,610.0
2005,MA,6433367,29644,178,1751,,7837,19878,151727,34728,98079,18920,461.0,2.8,27.2,,121.8,309.0,2358.0,539.8,1524.0,294.0
2005,MI,10100833,55936,629,5199,,13348,36760,312892,70527,194090,48275,554.0,6.2,51.5,,132.1,363.9,3098.0,698.2,1922.0,478.0
2005,MN,5126739,15243,115,2258,,4724,8146,158301,29716,114304,14281,297.0,2.2,44.0,,92.1,158.9,3088.0,579.6,2230.0,279.0
2005,MS,2908496,8131,214,1147,,2405,4365,95231,26866,60873,7492,280.0,7.4,39.4,,82.7,150.1,3274.0,923.7,2093.0,258.0
2005,MO,5797703,30477,402,1625,,7196,21254,227809,42822,159288,25699,526.0,6.9,28.0,,124.1,366.6,3929.0,738.6,2747.0,443.0
2005,MT,934737,2634,18,301,,177,2138,29407,3642,23794,1971,282.0,1.9,32.2,,18.9,228.7,3146.0,389.6,2546.0,211.0
2005,NE,1758163,5052,44,581,,1040,3387,60348,9408,45359,5581,287.0,2.5,33.0,,59.2,192.6,3432.0,535.1,2580.0,317.0
2005,NV,2412301,14654,206,1016,,4702,8730,102424,23481,52012,26931,608.0,8.5,42.1,,194.9,361.9,4246.0,973.4,2156.0,1116.0
2005,NH,1306819,1761,19,406,,365,971,24031,4192,18493,1346,135.0,1.5,31.1,,27.9,74.3,1839.0,320.8,1415.0,103.0
2005,NJ,8703150,30919,417,1208,,13215,16079,203391,38980,136728,27683,355.0,4.8,13.9,,151.8,184.7,2337.0,447.9,1571.0,318.0
2005,NM,1925985,12448,144,1041,,1893,9370,79575,20939,50707,7929,646.0,7.5,54.1,,98.3,486.5,4132.0,1087.2,2633.0,412.0
2005,NY,19315721,85839,874,3636,,35179,46150,405990,68034,302220,35736,444.0,4.5,18.8,,182.1,238.9,2102.0,352.2,1565.0,185.0
2005,NC,8672459,40650,585,2302,,12635,25128,353855,104298,221091,28466,469.0,6.7,26.5,,145.7,289.7,4080.0,1202.6,2549.0,328.0
2005,ND,634605,706,12,180,,54,460,12848,2043,9732,1073,111.0,1.9,28.4,,8.5,72.5,2025.0,321.9,1534.0,169.0
2005,OH,11470685,40162,590,4671,,18673,16228,420705,100183,279051,41471,350.0,5.1,40.7,,162.8,141.5,3668.0,873.4,2433.0,362.0
2005,OK,3543442,18044,187,1481,,3230,13146,143406,35692,93814,13900,509.0,5.3,41.8,,91.2,371.0,4047.0,1007.3,2648.0,392.0
2005,OR,3638871,10444,80,1266,,2478,6620,160199,27621,113316,19262,287.0,2.2,34.8,,68.1,181.9,4402.0,759.1,3114.0,529.0
2005,PA,12405348,52761,756,3586,,19214,29205,300444,56134,214916,29394,425.0,6.1,28.9,,154.9,235.4,2422.0,452.5,1732.0,237.0
2005,RI,1073579,2710,34,323,,776,1577,29287,5319,19567,4401,252.0,3.2,30.1,,72.3,146.9,2728.0,495.4,1823.0,410.0
2005,SC,4246933,32590,314,1862,,5657,24757,185606,42741,126489,16376,767.0,7.4,43.8,,133.2,582.9,4370.0,1006.4,2978.0,386.0
