Year,StateID,Population,ViolentCrimeTotal,MurderAndNonnegligentManslaughter,LegacyRape,RevisedRape,Robbery,AggravatedAssault,PropertyCrimeTotal,Burglary,LarcenyTheft,MotorVehicleTheft,ViolentCrimeRate,MurderAndNonnegligentManslaughterRate,LegacyRapeRate,RevisedRapeRate,RobberyRate,AggravatedAssaultRate,PropertyCrimeRate,BurglaryRate,LarcenyTheftRate,MotorVehicleTheftRate
1988,AL,4127000,23052,408,1228,,4860,16556,165209,50920,103282,11007,558.6,9.9,29.8,,117.8,401.2,4003.1,1233.8,2502.6,266.7
1988,AK,513000,2682,29,296,,374,1983,22566,4321,15911,2334,522.8,5.7,57.7,,72.9,386.5,4398.8,842.3,3101.6,455.0
1988,AZ,3466000,21147,294,1345,,4750,14758,237808,54773,167121,15914,610.1,8.5,38.8,,137.0,425.8,6861.2,1580.3,4821.7,459.1
1988,AR,2422000,10237,211,780,,2037,7209,91962,26443,60363,5156,422.7,8.7,32.2,,84.1,297.6,3796.9,1091.8,2492.3,212.9
1988,CA,28168000,261912,2936,11780,,86141,161055,1607180,407631,933636,265913,929.8,10.4,41.8,,305.8,571.8,5705.7,1447.1,3314.5,944.0
1988,CO,3290000,15548,187,1269,,3250,10842,187719,45503,128331,13885,472.6,5.7,38.6,,98.8,329.5,5705.7,1383.1,3900.6,422.0
1988,CT,3241000,14759,174,849,,6080,7656,150455,39477,91079,19899,455.4,5.4,26.2,,187.6,236.2,4642.2,1218.0,2810.2,614.0
1988,DE,660000,2981,34,491,,784,1672,28693,6868,19824,2001,451.7,5.2,74.4,,118.8,253.3,4347.4,1040.6,3003.6,303.2
1988,DC,620000,11914,369,165,,5690,5690,49557,12300,28624,8633,1921.6,59.5,26.6,,917.7,917.7,7993.1,1983.9,4616.8,1392.4
1988,FL,12377000,138343,1416,6154,,49916,80857,967869,283960,589215,94694,1117.7,11.4,49.7,,403.3,653.3,7819.9,2294.3,4760.6,765.1
1988,GA,6401000,42589,748,2970,,15593,23278,362376,103106,223768,35502,665.3,11.7,46.4,,243.6,363.7,5661.2,1610.8,3495.8,554.6
1988,HI,1093000,2810,44,355,,919,1492,62650,13726,44946,3978,257.1,4.0,32.5,,84.1,136.5,5731.9,1255.8,4112.2,364.0
1988,ID,999000,2345,36,179,,202,1928,37345,8691,26893,1761,234.7,3.6,17.9,,20.2,193.0,3738.2,870.0,2692.0,176.3
1988,IL,11544000,93557,991,4449,,36097,52020,555316,130292,355148,69876,810.4,8.6,38.5,,312.7,450.6,4810.4,1128.7,3076.5,605.3
1988,IN,5575000,21187,358,1731,,4963,14135,210177,52137,138335,19705,380.0,6.4,31.0,,89.0,253.5,3770.0,935.2,2481.3,353.5
1988,IA,2834000,7279,47,446,,1132,5654,108254,24211,79447,4596,256.8,1.7,15.7,,39.9,199.5,3819.8,854.3,2803.4,162.2
1988,KS,2487000,9083,85,779,,2136,6083,112280,29321,76927,6032,365.2,3.4,31.3,,85.9,244.6,4514.7,1179.0,3093.2,242.5
1988,KY,3721000,12284,229,835,,2764,8456,104362,30747,66711,6904,330.1,6.2,22.4,,74.3,227.3,2804.7,826.3,1792.8,185.5
1988,LA,4420000,31711,512,1702,,9238,20259,222913,63843,139141,19929,717.4,11.6,38.5,,209.0,458.3,5043.3,1444.4,3148.0,450.9
1988,ME,1206000,1898,37,224,,311,1326,41249,9852,28928,2469,157.4,3.1,18.6,,25.8,110.0,3420.3,816.9,2398.7,204.7
1988,MD,4644000,37466,449,1721,,13994,21302,227457,54735,141509,31213,806.8,9.7,37.1,,301.3,458.7,4897.9,1178.6,3047.1,672.1
1988,MA,5871000,36376,208,1876,,10352,23940,256639,62307,141933,52399,619.6,3.5,32.0,,176.3,407.8,4371.3,1061.3,2417.5,892.5
1988,MI,9300000,68980,1009,6462,,22424,39085,496867,122254,305693,68920,741.7,10.8,69.5,,241.1,420.3,5342.7,1314.6,3287.0,741.1
1988,MN,4306000,12490,124,1337,,4079,6950,173302,39167,119526,14609,290.1,2.9,31.0,,94.7,161.4,4024.7,909.6,2775.8,339.3
1988,MS,2627000,8544,225,951,,2028,5340,85840,33651,47818,4371,325.2,8.6,36.2,,77.2,203.3,3267.6,1281.0,1820.3,166.4
1988,MO,5139000,28393,413,1505,,8638,17837,220578,58605,139648,22325,552.5,8.0,29.3,,168.1,347.1,4292.2,1140.4,2717.4,434.4
1988,MT,804000,989,21,135,,182,651,33318,5657,25921,1740,123.0,2.6,16.8,,22.6,81.0,4144.0,703.6,3224.0,216.4
1988,NE,1601000,4374,58,385,,898,3033,61908,12251,46634,3023,273.2,3.6,24.0,,56.1,189.4,3866.8,765.2,2912.8,188.8
1988,NV,1060000,8275,111,782,,3087,4295,60128,16376,37401,6351,780.7,10.5,73.8,,291.2,405.2,5672.5,1544.9,3528.4,599.2
1988,NH,1097000,1622,25,276,,231,1090,34951,7489,24964,2498,147.9,2.3,25.2,,21.1,99.4,3186.1,682.7,2275.7,227.7
1988,NJ,7720000,44993,411,2600,,18927,23055,363807,75675,219086,69046,582.8,5.3,33.7,,245.2,298.6,4712.5,980.2,2837.9,894.4
1988,NM,1510000,9938,173,580,,1557,7628,89817,27737,56192,5888,658.1,11.5,38.4,,103.1,505.2,5948.1,1836.9,3721.3,389.9
1988,NY,17898000,196396,2244,5479,,97434,91239,932845,218060,560887,153898,1097.3,12.5,30.6,,544.4,509.8,5212.0,1218.3,3133.8,859.9
1988,NC,6526000,32753,510,1833,,7085,23325,284557,90791,177426,16340,501.9,7.8,28.1,,108.6,357.4,4360.4,1391.2,2718.8,250.4
1988,ND,663000,392,12,74,,54,252,17695,2902,14007,786,59.1,1.8,11.2,,8.1,38.0,2668.9,437.7,2112.7,118.6
1988,OH,10872000,49144,585,4632,,17546,26381,455890,112130,300355,43405,452.0,5.4,42.6,,161.4,242.7,4193.2,1031.4,2762.6,399.2
1988,OK,3263000,14179,243,1229,,3428,9279,168194,53624,96418,18152,434.5,7.4,37.7,,105.1,284.4,5154.6,1643.4,2954.9,556.3
1988,OR,2741000,14959,139,1111,,5289,8420,178520,48355,113872,16293,545.7,5.1,40.5,,193.0,307.2,6513.0,1764.1,4154.4,594.4
1988,PA,12027000,43534,660,2992,,16607,23275,338486,83791,203362,51333,362.0,5.5,24.9,,138.1,193.5,2814.4,696.7,1690.9,426.8
1988,RI,995000,3947,41,303,,1146,2457,47837,12550,27049,8238,396.7,4.1,30.5,,115.2,246.9,4807.7,1261.3,2718.5,827.9
1988,SC,3493000,25889,325,1493,,4357,19714,163164,49467,103055,10642,741.2,9.3,42.7,,124.7,564.4,4671.2,1416.2,2950.3,304.7
1988,SD,715000,813,22,192,,87,512,17641,3703,13255,683,113.7,3.1,26.9,,12.2,71.6,2467.3,517.9,1853.8,95.5
1988,TN,4919000,26205,461,2201,,8537,15006,193647,60894,106052,26701,532.7,9.4,44.7,,173.6,305.1,3936.7,1237.9,2156.0,542.8
1988,TX,16780000,109499,2022,8119,,39301,60057,1235870,361972,739642,134256,652.6,12.1,48.4,,234.2,357.9,7365.1,2157.2,4407.9,800.1
1988,UT,1691000,4110,47,399,,915,2749,90223,14898,71677,3648,243.1,2.8,23.6,,54.1,162.6,5335.5,881.0,4238.7,215.7
1988,VT,556000,791,11,128,,89,563,22786,6098,15591,1097,142.3,2.0,23.0,,16.0,101.3,4098.2,1096.8,2804.1,197.3
1988,VA,5996000,17940,468,1622,,6748,9102,232496,49069,165343,18084,299.2,7.8,27.1,,112.5,151.8,3877.5,818.4,2757.6,301.6
1988,WA,4619000,21543,264,2611,,6738,11930,307008,85711,201301,19996,466.4,5.7,56.5,,145.9,258.3,6646.6,1855.6,4358.1,432.9
1988,WV,1884000,2476,93,353,,644,1386,39703,11510,25147,3046,131.4,4.9,18.7,,34.2,73.6,2107.4,610.9,1334.8,161.7
1988,WI,4858000,10414,144,965,,3258,6047,182545,35423,134046,13076,214.4,3.0,19.9,,67.1,124.5,3757.6,729.2,2759.3,269.2
1988,WY,471000,1479,12,113,,71,1283,17206,3103,13432,671,314.0,2.5,24.0,,15.1,272.4,3653.1,658.8,2851.8,142.5
1988,UnitedStatesTotal,244498982,1566221,20675,92486,,542968,910092,12356865,3218077,7705872,1432916,640.6,8.5,37.8,,222.1,372.2,5054.0,1316.2,3151.7,586.1
